,participant,other_participant,round_nb,all_cond,manip,trial_cond,other_player_str,participant_str
0,1,3,29,HNC_dom,dominant,HNC,3,1
1,3,1,29,HNC_sub,submissive,HNC,1,3
1,6,4,29,HNC_sub,submissive,HNC,4,6
0,5,2,29,HNC_dom,dominant,HNC,2,5
1,2,1,30,HNC_sub,submissive,HNC,1,2
0,4,3,30,HNC_dom,dominant,HNC,3,4
1,3,4,30,HNC_sub,submissive,HNC,4,3
0,6,5,30,HNC_dom,dominant,HNC,5,6
1,5,6,30,HNC_sub,submissive,HNC,6,5
0,1,2,30,HNC_dom,dominant,HNC,2,1
1,6,4,31,EC_sub,submissive,EC,4,6
0,4,6,31,EC_dom,dominant,EC,6,4
1,2,5,31,EC_sub,submissive,EC,5,2
0,5,2,31,EC_dom,dominant,EC,2,5
1,3,1,31,EC_sub,submissive,EC,1,3
0,1,3,31,EC_dom,dominant,EC,3,1
1,5,4,32,EC_dom,dominant,EC,4,5
0,1,6,32,EC_sub,submissive,EC,6,1
1,6,1,32,EC_dom,dominant,EC,1,6
0,3,2,32,EC_sub,submissive,EC,2,3
1,2,3,32,EC_dom,dominant,EC,3,2
0,4,5,32,EC_sub,submissive,EC,5,4
0,5,3,33,EC_dom,dominant,EC,3,5
0,1,4,33,EC_dom,dominant,EC,4,1
1,4,1,33,EC_sub,submissive,EC,1,4
0,6,2,33,EC_dom,dominant,EC,2,6
1,2,6,33,EC_sub,submissive,EC,6,2
1,3,5,33,EC_sub,submissive,EC,5,3
0,4,5,34,ENC_sub,submissive,ENC,5,4
1,2,3,34,ENC_dom,dominant,ENC,3,2
0,3,2,34,ENC_sub,submissive,ENC,2,3
1,6,1,34,ENC_dom,dominant,ENC,1,6
0,1,6,34,ENC_sub,submissive,ENC,6,1
1,5,4,34,ENC_dom,dominant,ENC,4,5
