,participant,other_participant,round_nb,all_cond,manip,trial_cond,other_player_str,participant_str
1,6,1,10,EC_dom,dominant,EC,1,6
0,1,6,10,EC_sub,submissive,EC,6,1
1,2,3,10,EC_dom,dominant,EC,3,2
0,1,4,11,ENC_sub,submissive,ENC,4,1
1,3,5,11,ENC_dom,dominant,ENC,5,3
0,5,3,11,ENC_sub,submissive,ENC,3,5
1,2,6,11,ENC_dom,dominant,ENC,6,2
1,4,1,11,ENC_dom,dominant,ENC,1,4
0,6,2,11,ENC_sub,submissive,ENC,2,6
0,3,2,12,EC_sub,submissive,EC,2,3
1,2,3,12,EC_dom,dominant,EC,3,2
0,4,6,12,EC_sub,submissive,EC,6,4
1,6,4,12,EC_dom,dominant,EC,4,6
0,1,5,12,EC_sub,submissive,EC,5,1
1,5,1,12,EC_dom,dominant,EC,1,5
1,6,4,13,EC_sub,submissive,EC,4,6
0,4,6,13,EC_dom,dominant,EC,6,4
1,5,3,13,EC_sub,submissive,EC,3,5
0,3,5,13,EC_dom,dominant,EC,5,3
1,2,1,13,EC_sub,submissive,EC,1,2
0,1,2,13,EC_dom,dominant,EC,2,1
1,3,5,14,EC_sub,submissive,EC,5,3
0,5,3,14,EC_dom,dominant,EC,3,5
1,2,6,14,EC_sub,submissive,EC,6,2
1,4,1,14,EC_sub,submissive,EC,1,4
0,1,4,14,EC_dom,dominant,EC,4,1
0,6,2,14,EC_dom,dominant,EC,2,6
1,6,3,15,ENC_dom,dominant,ENC,3,6
0,1,5,15,ENC_sub,submissive,ENC,5,1
1,5,1,15,ENC_dom,dominant,ENC,1,5
0,4,2,15,ENC_sub,submissive,ENC,2,4
1,2,4,15,ENC_dom,dominant,ENC,4,2
0,3,6,15,ENC_sub,submissive,ENC,6,3
0,1,2,16,HNC_sub,submissive,HNC,2,1
0,6,5,16,HNC_sub,submissive,HNC,5,6
1,3,4,16,HNC_dom,dominant,HNC,4,3
0,4,3,16,HNC_sub,submissive,HNC,3,4
1,2,1,16,HNC_dom,dominant,HNC,1,2
1,5,6,16,HNC_dom,dominant,HNC,6,5
0,1,5,17,EC_sub,submissive,EC,5,1
0,3,6,17,EC_sub,submissive,EC,6,3
1,6,3,17,EC_dom,dominant,EC,3,6
0,4,2,17,EC_sub,submissive,EC,2,4
1,2,4,17,EC_dom,dominant,EC,4,2
1,5,1,17,EC_dom,dominant,EC,1,5
1,5,4,18,HNC_dom,dominant,HNC,4,5
1,6,1,18,HNC_dom,dominant,HNC,1,6
0,4,5,18,HNC_sub,submissive,HNC,5,4
1,2,3,18,HNC_dom,dominant,HNC,3,2
0,3,2,18,HNC_sub,submissive,HNC,2,3
0,1,6,18,HNC_sub,submissive,HNC,6,1
0,1,2,19,HNC_dom,dominant,HNC,2,1
1,2,1,19,HNC_sub,submissive,HNC,1,2
0,6,5,19,HNC_dom,dominant,HNC,5,6
0,4,3,19,HNC_dom,dominant,HNC,3,4
1,5,6,19,HNC_sub,submissive,HNC,6,5
1,3,4,19,HNC_sub,submissive,HNC,4,3
0,1,3,20,EC_dom,dominant,EC,3,1
1,3,1,20,EC_sub,submissive,EC,1,3
0,5,2,20,EC_dom,dominant,EC,2,5
1,2,5,20,EC_sub,submissive,EC,5,2
0,4,6,20,EC_dom,dominant,EC,6,4
1,6,4,20,EC_sub,submissive,EC,4,6
0,6,2,21,ENC_dom,dominant,ENC,2,6
1,4,1,21,ENC_sub,submissive,ENC,1,4
0,1,4,21,ENC_dom,dominant,ENC,4,1
1,3,5,21,ENC_sub,submissive,ENC,5,3
0,5,3,21,ENC_dom,dominant,ENC,3,5
1,2,6,21,ENC_sub,submissive,ENC,6,2
1,5,4,22,EC_sub,submissive,EC,4,5
0,4,5,22,EC_dom,dominant,EC,5,4
1,6,3,22,EC_sub,submissive,EC,3,6
0,1,2,22,EC_dom,dominant,EC,2,1
0,3,6,22,EC_dom,dominant,EC,6,3
1,2,1,22,EC_sub,submissive,EC,1,2
1,5,1,23,EC_sub,submissive,EC,1,5
0,4,2,23,EC_dom,dominant,EC,2,4
1,2,4,23,EC_sub,submissive,EC,4,2
0,3,6,23,EC_dom,dominant,EC,6,3
1,6,3,23,EC_sub,submissive,EC,3,6
0,1,5,23,EC_dom,dominant,EC,5,1
0,5,3,24,EC_sub,submissive,EC,3,5
1,3,5,24,EC_dom,dominant,EC,5,3
0,1,4,24,EC_sub,submissive,EC,4,1
1,2,6,24,EC_dom,dominant,EC,6,2
0,6,2,24,EC_sub,submissive,EC,2,6
1,4,1,24,EC_dom,dominant,EC,1,4
1,5,1,25,HNC_dom,dominant,HNC,1,5
0,4,2,25,HNC_sub,submissive,HNC,2,4
1,2,4,25,HNC_dom,dominant,HNC,4,2
0,3,6,25,HNC_sub,submissive,HNC,6,3
1,6,3,25,HNC_dom,dominant,HNC,3,6
0,1,5,25,HNC_sub,submissive,HNC,5,1
1,6,4,26,EC_dom,dominant,EC,4,6
0,4,6,26,EC_sub,submissive,EC,6,4
1,2,5,26,EC_dom,dominant,EC,5,2
0,5,2,26,EC_sub,submissive,EC,2,5
1,3,1,26,EC_dom,dominant,EC,1,3
0,1,3,26,EC_sub,submissive,EC,3,1
1,6,3,27,ENC_sub,submissive,ENC,3,6
0,1,5,27,ENC_dom,dominant,ENC,5,1
1,5,1,27,ENC_sub,submissive,ENC,1,5
0,4,2,27,ENC_dom,dominant,ENC,2,4
0,3,6,27,ENC_dom,dominant,ENC,6,3
1,2,4,27,ENC_sub,submissive,ENC,4,2
1,3,5,28,HNC_sub,submissive,HNC,5,3
0,6,2,28,HNC_dom,dominant,HNC,2,6
1,2,6,28,HNC_sub,submissive,HNC,6,2
0,5,3,28,HNC_dom,dominant,HNC,3,5
0,1,4,28,HNC_dom,dominant,HNC,4,1
1,4,1,28,HNC_sub,submissive,HNC,1,4
1,5,6,29,EC_sub,submissive,EC,6,5
0,4,3,29,EC_dom,dominant,EC,3,4
1,2,1,29,EC_sub,submissive,EC,1,2
0,1,2,29,EC_dom,dominant,EC,2,1
0,6,5,29,EC_dom,dominant,EC,5,6
1,3,4,29,EC_sub,submissive,EC,4,3
0,3,2,30,HNC_dom,dominant,HNC,2,3
1,5,4,30,HNC_sub,submissive,HNC,4,5
0,1,6,30,HNC_dom,dominant,HNC,6,1
0,4,5,30,HNC_dom,dominant,HNC,5,4
1,2,3,30,HNC_sub,submissive,HNC,3,2
1,6,1,30,HNC_sub,submissive,HNC,1,6
1,2,1,31,ENC_dom,dominant,ENC,1,2
0,1,2,31,ENC_sub,submissive,ENC,2,1
0,4,3,31,ENC_sub,submissive,ENC,3,4
1,3,4,31,ENC_dom,dominant,ENC,4,3
0,6,5,31,ENC_sub,submissive,ENC,5,6
1,5,6,31,ENC_dom,dominant,ENC,6,5
1,5,4,32,ENC_sub,submissive,ENC,4,5
0,4,5,32,ENC_dom,dominant,ENC,5,4
1,2,3,32,ENC_sub,submissive,ENC,3,2
0,3,2,32,ENC_dom,dominant,ENC,2,3
0,1,6,32,ENC_dom,dominant,ENC,6,1
1,6,1,32,ENC_sub,submissive,ENC,1,6
1,6,4,33,HNC_dom,dominant,HNC,4,6
1,3,1,33,HNC_dom,dominant,HNC,1,3
0,5,2,33,HNC_sub,submissive,HNC,2,5
1,2,5,33,HNC_dom,dominant,HNC,5,2
0,4,6,33,HNC_sub,submissive,HNC,6,4
0,1,3,33,HNC_sub,submissive,HNC,3,1
0,4,6,34,HNC_dom,dominant,HNC,6,4
1,2,5,34,HNC_sub,submissive,HNC,5,2
0,5,2,34,HNC_dom,dominant,HNC,2,5
1,3,1,34,HNC_sub,submissive,HNC,1,3
0,1,3,34,HNC_dom,dominant,HNC,3,1
1,6,4,34,HNC_sub,submissive,HNC,4,6
