,participant,other_participant,round_nb,all_cond,manip,trial_cond,other_player_str,participant_str
1,2,6,20,HNC_sub,submissive,HNC,6,2
0,6,2,20,HNC_dom,dominant,HNC,2,6
1,4,1,20,HNC_sub,submissive,HNC,1,4
0,1,4,20,HNC_dom,dominant,HNC,4,1
1,3,4,21,EC_dom,dominant,EC,4,3
0,1,2,21,EC_sub,submissive,EC,2,1
1,2,1,21,EC_dom,dominant,EC,1,2
0,4,3,21,EC_sub,submissive,EC,3,4
1,5,6,21,EC_dom,dominant,EC,6,5
0,6,5,21,EC_sub,submissive,EC,5,6
0,4,5,22,ENC_dom,dominant,ENC,5,4
1,5,4,22,ENC_sub,submissive,ENC,4,5
0,1,6,22,ENC_dom,dominant,ENC,6,1
1,6,1,22,ENC_sub,submissive,ENC,1,6
0,3,2,22,ENC_dom,dominant,ENC,2,3
1,2,3,22,ENC_sub,submissive,ENC,3,2
0,1,2,23,EC_sub,submissive,EC,2,1
1,2,1,23,EC_dom,dominant,EC,1,2
0,3,5,23,EC_sub,submissive,EC,5,3
1,5,3,23,EC_dom,dominant,EC,3,5
0,4,6,23,EC_sub,submissive,EC,6,4
1,6,4,23,EC_dom,dominant,EC,4,6
0,1,4,24,ENC_dom,dominant,ENC,4,1
1,4,1,24,ENC_sub,submissive,ENC,1,4
0,6,2,24,ENC_dom,dominant,ENC,2,6
1,2,6,24,ENC_sub,submissive,ENC,6,2
0,5,3,24,ENC_dom,dominant,ENC,3,5
1,3,5,24,ENC_sub,submissive,ENC,5,3
1,2,3,25,HNC_sub,submissive,HNC,3,2
1,6,1,25,HNC_sub,submissive,HNC,1,6
0,3,2,25,HNC_dom,dominant,HNC,2,3
0,4,5,25,HNC_dom,dominant,HNC,5,4
1,5,4,25,HNC_sub,submissive,HNC,4,5
0,1,6,25,HNC_dom,dominant,HNC,6,1
0,3,6,26,ENC_dom,dominant,ENC,6,3
1,2,4,26,ENC_sub,submissive,ENC,4,2
0,4,2,26,ENC_dom,dominant,ENC,2,4
1,5,1,26,ENC_sub,submissive,ENC,1,5
0,1,5,26,ENC_dom,dominant,ENC,5,1
1,6,3,26,ENC_sub,submissive,ENC,3,6
0,1,6,27,EC_sub,submissive,EC,6,1
1,2,3,27,EC_dom,dominant,EC,3,2
0,4,5,27,EC_sub,submissive,EC,5,4
1,5,4,27,EC_dom,dominant,EC,4,5
1,6,1,27,EC_dom,dominant,EC,1,6
0,3,2,27,EC_sub,submissive,EC,2,3
0,1,5,28,EC_sub,submissive,EC,5,1
1,5,1,28,EC_dom,dominant,EC,1,5
0,3,2,28,EC_sub,submissive,EC,2,3
1,2,3,28,EC_dom,dominant,EC,3,2
0,4,6,28,EC_sub,submissive,EC,6,4
1,6,4,28,EC_dom,dominant,EC,4,6
0,1,2,29,EC_dom,dominant,EC,2,1
1,2,1,29,EC_sub,submissive,EC,1,2
0,4,3,29,EC_dom,dominant,EC,3,4
0,6,5,29,EC_dom,dominant,EC,5,6
1,5,6,29,EC_sub,submissive,EC,6,5
1,3,4,29,EC_sub,submissive,EC,4,3
0,5,3,30,EC_sub,submissive,EC,3,5
0,1,4,30,EC_sub,submissive,EC,4,1
1,4,1,30,EC_dom,dominant,EC,1,4
0,6,2,30,EC_sub,submissive,EC,2,6
1,2,6,30,EC_dom,dominant,EC,6,2
1,3,5,30,EC_dom,dominant,EC,5,3
1,2,3,31,EC_sub,submissive,EC,3,2
0,1,5,31,EC_dom,dominant,EC,5,1
1,6,4,31,EC_sub,submissive,EC,4,6
0,4,6,31,EC_dom,dominant,EC,6,4
1,5,1,31,EC_sub,submissive,EC,1,5
0,3,2,31,EC_dom,dominant,EC,2,3
1,2,6,32,ENC_dom,dominant,ENC,6,2
0,6,2,32,ENC_sub,submissive,ENC,2,6
1,4,1,32,ENC_dom,dominant,ENC,1,4
0,1,4,32,ENC_sub,submissive,ENC,4,1
1,3,5,32,ENC_dom,dominant,ENC,5,3
0,5,3,32,ENC_sub,submissive,ENC,3,5
0,1,2,33,HNC_sub,submissive,HNC,2,1
1,2,1,33,HNC_dom,dominant,HNC,1,2
0,4,3,33,HNC_sub,submissive,HNC,3,4
1,3,4,33,HNC_dom,dominant,HNC,4,3
0,6,5,33,HNC_sub,submissive,HNC,5,6
1,5,6,33,HNC_dom,dominant,HNC,6,5
0,4,5,34,ENC_sub,submissive,ENC,5,4
1,2,3,34,ENC_dom,dominant,ENC,3,2
0,3,2,34,ENC_sub,submissive,ENC,2,3
1,6,1,34,ENC_dom,dominant,ENC,1,6
0,1,6,34,ENC_sub,submissive,ENC,6,1
1,5,4,34,ENC_dom,dominant,ENC,4,5
