,participant,other_participant,round_nb,all_cond,manip,trial_cond,other_player_str,participant_str
0,5,2,23,EC_dom,dominant,EC,2,5
0,1,3,23,EC_dom,dominant,EC,3,1
1,2,5,23,EC_sub,submissive,EC,5,2
1,3,1,23,EC_sub,submissive,EC,1,3
1,6,4,23,EC_sub,submissive,EC,4,6
0,4,6,23,EC_dom,dominant,EC,6,4
0,1,2,24,HNC_dom,dominant,HNC,2,1
0,4,3,24,HNC_dom,dominant,HNC,3,4
1,3,4,24,HNC_sub,submissive,HNC,4,3
0,6,5,24,HNC_dom,dominant,HNC,5,6
1,5,6,24,HNC_sub,submissive,HNC,6,5
1,2,1,24,HNC_sub,submissive,HNC,1,2
1,3,1,25,ENC_dom,dominant,ENC,1,3
0,5,2,25,ENC_sub,submissive,ENC,2,5
0,1,3,25,ENC_sub,submissive,ENC,3,1
1,6,4,25,ENC_dom,dominant,ENC,4,6
1,2,5,25,ENC_dom,dominant,ENC,5,2
0,4,6,25,ENC_sub,submissive,ENC,6,4
1,6,3,26,HNC_dom,dominant,HNC,3,6
1,2,4,26,HNC_dom,dominant,HNC,4,2
0,4,2,26,HNC_sub,submissive,HNC,2,4
1,5,1,26,HNC_dom,dominant,HNC,1,5
0,3,6,26,HNC_sub,submissive,HNC,6,3
0,1,5,26,HNC_sub,submissive,HNC,5,1
0,6,2,27,ENC_dom,dominant,ENC,2,6
1,4,1,27,ENC_sub,submissive,ENC,1,4
1,2,6,27,ENC_sub,submissive,ENC,6,2
0,5,3,27,ENC_dom,dominant,ENC,3,5
1,3,5,27,ENC_sub,submissive,ENC,5,3
0,1,4,27,ENC_dom,dominant,ENC,4,1
1,6,1,28,ENC_dom,dominant,ENC,1,6
0,3,2,28,ENC_sub,submissive,ENC,2,3
1,2,3,28,ENC_dom,dominant,ENC,3,2
0,4,5,28,ENC_sub,submissive,ENC,5,4
1,5,4,28,ENC_dom,dominant,ENC,4,5
0,1,6,28,ENC_sub,submissive,ENC,6,1
1,3,5,29,ENC_dom,dominant,ENC,5,3
1,4,1,29,ENC_dom,dominant,ENC,1,4
0,6,2,29,ENC_sub,submissive,ENC,2,6
1,2,6,29,ENC_dom,dominant,ENC,6,2
0,5,3,29,ENC_sub,submissive,ENC,3,5
0,1,4,29,ENC_sub,submissive,ENC,4,1
1,6,3,30,EC_dom,dominant,EC,3,6
0,3,6,30,EC_sub,submissive,EC,6,3
1,5,1,30,EC_dom,dominant,EC,1,5
0,1,5,30,EC_sub,submissive,EC,5,1
1,2,4,30,EC_dom,dominant,EC,4,2
0,4,2,30,EC_sub,submissive,EC,2,4
1,3,1,31,HNC_sub,submissive,HNC,1,3
0,5,2,31,HNC_dom,dominant,HNC,2,5
1,2,5,31,HNC_sub,submissive,HNC,5,2
0,4,6,31,HNC_dom,dominant,HNC,6,4
1,6,4,31,HNC_sub,submissive,HNC,4,6
0,1,3,31,HNC_dom,dominant,HNC,3,1
0,1,4,32,EC_dom,dominant,EC,4,1
0,6,2,32,EC_dom,dominant,EC,2,6
1,2,6,32,EC_sub,submissive,EC,6,2
0,5,3,32,EC_dom,dominant,EC,3,5
1,3,5,32,EC_sub,submissive,EC,5,3
1,4,1,32,EC_sub,submissive,EC,1,4
1,6,3,33,ENC_sub,submissive,ENC,3,6
0,3,6,33,ENC_dom,dominant,ENC,6,3
1,2,4,33,ENC_sub,submissive,ENC,4,2
0,4,2,33,ENC_dom,dominant,ENC,2,4
1,5,1,33,ENC_sub,submissive,ENC,1,5
0,1,5,33,ENC_dom,dominant,ENC,5,1
1,5,4,34,ENC_sub,submissive,ENC,4,5
0,4,5,34,ENC_dom,dominant,ENC,5,4
0,3,2,34,ENC_dom,dominant,ENC,2,3
1,6,1,34,ENC_sub,submissive,ENC,1,6
0,1,6,34,ENC_dom,dominant,ENC,6,1
1,2,3,34,ENC_sub,submissive,ENC,3,2
