,participant,other_participant,round_nb,all_cond,manip,trial_cond,other_player_str,participant_str
1,5,6,21,EC_sub,submissive,EC,6,5
0,6,5,21,EC_dom,dominant,EC,5,6
1,6,4,22,HNC_dom,dominant,HNC,4,6
0,4,6,22,HNC_sub,submissive,HNC,6,4
1,2,5,22,HNC_dom,dominant,HNC,5,2
0,5,2,22,HNC_sub,submissive,HNC,2,5
1,3,1,22,HNC_dom,dominant,HNC,1,3
0,1,3,22,HNC_sub,submissive,HNC,3,1
0,6,5,23,ENC_sub,submissive,ENC,5,6
1,3,4,23,ENC_dom,dominant,ENC,4,3
0,4,3,23,ENC_sub,submissive,ENC,3,4
1,2,1,23,ENC_dom,dominant,ENC,1,2
0,1,2,23,ENC_sub,submissive,ENC,2,1
1,5,6,23,ENC_dom,dominant,ENC,6,5
1,5,4,24,ENC_sub,submissive,ENC,4,5
0,4,5,24,ENC_dom,dominant,ENC,5,4
1,2,3,24,ENC_sub,submissive,ENC,3,2
0,3,2,24,ENC_dom,dominant,ENC,2,3
1,6,1,24,ENC_sub,submissive,ENC,1,6
0,1,6,24,ENC_dom,dominant,ENC,6,1
0,1,5,25,EC_dom,dominant,EC,5,1
1,5,1,25,EC_sub,submissive,EC,1,5
0,3,6,25,EC_dom,dominant,EC,6,3
1,6,3,25,EC_sub,submissive,EC,3,6
1,2,4,25,EC_sub,submissive,EC,4,2
0,4,2,25,EC_dom,dominant,EC,2,4
0,4,2,26,EC_sub,submissive,EC,2,4
0,1,6,26,EC_sub,submissive,EC,6,1
1,6,1,26,EC_dom,dominant,EC,1,6
0,3,5,26,EC_sub,submissive,EC,5,3
1,5,3,26,EC_dom,dominant,EC,3,5
1,2,4,26,EC_dom,dominant,EC,4,2
0,1,3,27,HNC_dom,dominant,HNC,3,1
1,3,1,27,HNC_sub,submissive,HNC,1,3
0,5,2,27,HNC_dom,dominant,HNC,2,5
1,2,5,27,HNC_sub,submissive,HNC,5,2
0,4,6,27,HNC_dom,dominant,HNC,6,4
1,6,4,27,HNC_sub,submissive,HNC,4,6
1,6,3,28,EC_dom,dominant,EC,3,6
0,1,5,28,EC_sub,submissive,EC,5,1
0,3,6,28,EC_sub,submissive,EC,6,3
0,4,2,28,EC_sub,submissive,EC,2,4
1,2,4,28,EC_dom,dominant,EC,4,2
1,5,1,28,EC_dom,dominant,EC,1,5
1,3,5,29,EC_sub,submissive,EC,5,3
0,5,3,29,EC_dom,dominant,EC,3,5
1,2,6,29,EC_sub,submissive,EC,6,2
1,4,1,29,EC_sub,submissive,EC,1,4
0,1,4,29,EC_dom,dominant,EC,4,1
0,6,2,29,EC_dom,dominant,EC,2,6
0,1,6,30,EC_sub,submissive,EC,6,1
1,6,1,30,EC_dom,dominant,EC,1,6
0,3,5,30,EC_sub,submissive,EC,5,3
1,5,3,30,EC_dom,dominant,EC,3,5
0,4,2,30,EC_sub,submissive,EC,2,4
1,2,4,30,EC_dom,dominant,EC,4,2
1,3,5,31,ENC_sub,submissive,ENC,5,3
1,2,6,31,ENC_sub,submissive,ENC,6,2
0,6,2,31,ENC_dom,dominant,ENC,2,6
1,4,1,31,ENC_sub,submissive,ENC,1,4
0,1,4,31,ENC_dom,dominant,ENC,4,1
0,5,3,31,ENC_dom,dominant,ENC,3,5
0,1,5,32,HNC_dom,dominant,HNC,5,1
1,5,1,32,HNC_sub,submissive,HNC,1,5
1,2,4,32,HNC_sub,submissive,HNC,4,2
0,3,6,32,HNC_dom,dominant,HNC,6,3
1,6,3,32,HNC_sub,submissive,HNC,3,6
0,4,2,32,HNC_dom,dominant,HNC,2,4
0,4,6,33,ENC_sub,submissive,ENC,6,4
1,2,5,33,ENC_dom,dominant,ENC,5,2
0,5,2,33,ENC_sub,submissive,ENC,2,5
1,3,1,33,ENC_dom,dominant,ENC,1,3
0,1,3,33,ENC_sub,submissive,ENC,3,1
1,6,4,33,ENC_dom,dominant,ENC,4,6
0,1,5,34,EC_dom,dominant,EC,5,1
1,5,1,34,EC_sub,submissive,EC,1,5
0,3,6,34,EC_dom,dominant,EC,6,3
1,6,3,34,EC_sub,submissive,EC,3,6
0,4,2,34,EC_dom,dominant,EC,2,4
1,2,4,34,EC_sub,submissive,EC,4,2
