,participant,other_participant,round_nb,all_cond,manip,trial_cond,other_player_str,participant_str
1,6,1,11,ENC_dom,dominant,ENC,1,6
1,5,4,11,ENC_dom,dominant,ENC,4,5
1,2,3,11,ENC_dom,dominant,ENC,3,2
0,4,5,11,ENC_sub,submissive,ENC,5,4
1,5,1,12,EC_dom,dominant,EC,1,5
0,4,2,12,EC_sub,submissive,EC,2,4
1,2,4,12,EC_dom,dominant,EC,4,2
1,6,3,12,EC_dom,dominant,EC,3,6
0,3,6,12,EC_sub,submissive,EC,6,3
0,1,5,12,EC_sub,submissive,EC,5,1
0,1,6,13,EC_dom,dominant,EC,6,1
1,6,1,13,EC_sub,submissive,EC,1,6
1,5,4,13,EC_sub,submissive,EC,4,5
0,4,5,13,EC_dom,dominant,EC,5,4
1,2,3,13,EC_sub,submissive,EC,3,2
0,3,2,13,EC_dom,dominant,EC,2,3
0,1,4,14,ENC_sub,submissive,ENC,4,1
0,5,3,14,ENC_sub,submissive,ENC,3,5
1,2,6,14,ENC_dom,dominant,ENC,6,2
0,6,2,14,ENC_sub,submissive,ENC,2,6
1,4,1,14,ENC_dom,dominant,ENC,1,4
1,3,5,14,ENC_dom,dominant,ENC,5,3
1,4,1,15,HNC_dom,dominant,HNC,1,4
0,6,2,15,HNC_sub,submissive,HNC,2,6
1,2,6,15,HNC_dom,dominant,HNC,6,2
0,5,3,15,HNC_sub,submissive,HNC,3,5
0,1,4,15,HNC_sub,submissive,HNC,4,1
1,3,5,15,HNC_dom,dominant,HNC,5,3
0,1,6,16,ENC_dom,dominant,ENC,6,1
1,6,1,16,ENC_sub,submissive,ENC,1,6
1,2,3,16,ENC_sub,submissive,ENC,3,2
0,4,5,16,ENC_dom,dominant,ENC,5,4
1,5,4,16,ENC_sub,submissive,ENC,4,5
0,3,2,16,ENC_dom,dominant,ENC,2,3
1,6,4,17,ENC_dom,dominant,ENC,4,6
0,4,6,17,ENC_sub,submissive,ENC,6,4
1,2,5,17,ENC_dom,dominant,ENC,5,2
0,5,2,17,ENC_sub,submissive,ENC,2,5
1,3,1,17,ENC_dom,dominant,ENC,1,3
0,1,3,17,ENC_sub,submissive,ENC,3,1
0,6,2,18,EC_dom,dominant,EC,2,6
1,2,6,18,EC_sub,submissive,EC,6,2
1,3,5,18,EC_sub,submissive,EC,5,3
0,1,4,18,EC_dom,dominant,EC,4,1
1,4,1,18,EC_sub,submissive,EC,1,4
0,5,3,18,EC_dom,dominant,EC,3,5
0,1,5,19,EC_dom,dominant,EC,5,1
1,5,1,19,EC_sub,submissive,EC,1,5
0,3,6,19,EC_dom,dominant,EC,6,3
1,6,3,19,EC_sub,submissive,EC,3,6
0,4,2,19,EC_dom,dominant,EC,2,4
1,2,4,19,EC_sub,submissive,EC,4,2
0,1,2,20,ENC_dom,dominant,ENC,2,1
1,2,1,20,ENC_sub,submissive,ENC,1,2
0,4,3,20,ENC_dom,dominant,ENC,3,4
1,3,4,20,ENC_sub,submissive,ENC,4,3
0,6,5,20,ENC_dom,dominant,ENC,5,6
1,5,6,20,ENC_sub,submissive,ENC,6,5
1,2,4,21,EC_dom,dominant,EC,4,2
1,6,3,21,EC_dom,dominant,EC,3,6
0,3,6,21,EC_sub,submissive,EC,6,3
0,1,5,21,EC_sub,submissive,EC,5,1
0,4,2,21,EC_sub,submissive,EC,2,4
1,5,1,21,EC_dom,dominant,EC,1,5
0,1,2,22,ENC_sub,submissive,ENC,2,1
0,6,5,22,ENC_sub,submissive,ENC,5,6
1,2,1,22,ENC_dom,dominant,ENC,1,2
0,4,3,22,ENC_sub,submissive,ENC,3,4
1,3,4,22,ENC_dom,dominant,ENC,4,3
1,5,6,22,ENC_dom,dominant,ENC,6,5
0,4,2,23,EC_dom,dominant,EC,2,4
1,5,1,23,EC_sub,submissive,EC,1,5
0,1,5,23,EC_dom,dominant,EC,5,1
1,6,3,23,EC_sub,submissive,EC,3,6
0,3,6,23,EC_dom,dominant,EC,6,3
1,2,4,23,EC_sub,submissive,EC,4,2
0,1,6,24,EC_sub,submissive,EC,6,1
0,4,5,24,EC_sub,submissive,EC,5,4
1,6,1,24,EC_dom,dominant,EC,1,6
0,3,2,24,EC_sub,submissive,EC,2,3
1,2,3,24,EC_dom,dominant,EC,3,2
1,5,4,24,EC_dom,dominant,EC,4,5
1,2,4,25,EC_sub,submissive,EC,4,2
1,5,1,25,EC_sub,submissive,EC,1,5
0,3,6,25,EC_dom,dominant,EC,6,3
1,6,3,25,EC_sub,submissive,EC,3,6
0,1,5,25,EC_dom,dominant,EC,5,1
0,4,2,25,EC_dom,dominant,EC,2,4
1,6,1,26,HNC_dom,dominant,HNC,1,6
0,3,2,26,HNC_sub,submissive,HNC,2,3
1,2,3,26,HNC_dom,dominant,HNC,3,2
0,4,5,26,HNC_sub,submissive,HNC,5,4
1,5,4,26,HNC_dom,dominant,HNC,4,5
0,1,6,26,HNC_sub,submissive,HNC,6,1
0,6,5,27,HNC_sub,submissive,HNC,5,6
0,1,2,27,HNC_sub,submissive,HNC,2,1
1,2,1,27,HNC_dom,dominant,HNC,1,2
0,4,3,27,HNC_sub,submissive,HNC,3,4
1,5,6,27,HNC_dom,dominant,HNC,6,5
1,3,4,27,HNC_dom,dominant,HNC,4,3
1,3,1,28,HNC_sub,submissive,HNC,1,3
0,5,2,28,HNC_dom,dominant,HNC,2,5
1,2,5,28,HNC_sub,submissive,HNC,5,2
0,4,6,28,HNC_dom,dominant,HNC,6,4
1,6,4,28,HNC_sub,submissive,HNC,4,6
0,1,3,28,HNC_dom,dominant,HNC,3,1
0,6,5,29,EC_sub,submissive,EC,5,6
1,3,4,29,EC_dom,dominant,EC,4,3
0,4,3,29,EC_sub,submissive,EC,3,4
1,5,6,29,EC_dom,dominant,EC,6,5
1,2,1,29,EC_dom,dominant,EC,1,2
0,1,2,29,EC_sub,submissive,EC,2,1
1,6,4,30,EC_sub,submissive,EC,4,6
0,4,6,30,EC_dom,dominant,EC,6,4
1,2,5,30,EC_sub,submissive,EC,5,2
0,5,2,30,EC_dom,dominant,EC,2,5
1,3,1,30,EC_sub,submissive,EC,1,3
0,1,3,30,EC_dom,dominant,EC,3,1
0,5,3,31,ENC_dom,dominant,ENC,3,5
1,2,6,31,ENC_sub,submissive,ENC,6,2
0,6,2,31,ENC_dom,dominant,ENC,2,6
1,4,1,31,ENC_sub,submissive,ENC,1,4
1,3,5,31,ENC_sub,submissive,ENC,5,3
0,1,4,31,ENC_dom,dominant,ENC,4,1
1,2,4,32,HNC_dom,dominant,HNC,4,2
0,4,2,32,HNC_sub,submissive,HNC,2,4
0,1,5,32,HNC_sub,submissive,HNC,5,1
0,3,6,32,HNC_sub,submissive,HNC,6,3
1,5,1,32,HNC_dom,dominant,HNC,1,5
1,6,3,32,HNC_dom,dominant,HNC,3,6
0,5,2,33,HNC_sub,submissive,HNC,2,5
1,2,5,33,HNC_dom,dominant,HNC,5,2
0,4,6,33,HNC_sub,submissive,HNC,6,4
1,6,4,33,HNC_dom,dominant,HNC,4,6
0,1,3,33,HNC_sub,submissive,HNC,3,1
1,3,1,33,HNC_dom,dominant,HNC,1,3
0,1,2,34,HNC_dom,dominant,HNC,2,1
1,2,1,34,HNC_sub,submissive,HNC,1,2
0,4,3,34,HNC_dom,dominant,HNC,3,4
1,3,4,34,HNC_sub,submissive,HNC,4,3
0,6,5,34,HNC_dom,dominant,HNC,5,6
1,5,6,34,HNC_sub,submissive,HNC,6,5
