,participant,other_participant,round_nb,all_cond,manip,trial_cond,other_player_str,participant_str
1,3,5,32,EC_dom,dominant,EC,5,3
1,5,4,33,EC_sub,submissive,EC,4,5
0,4,5,33,EC_dom,dominant,EC,5,4
1,6,1,33,EC_sub,submissive,EC,1,6
0,3,2,33,EC_dom,dominant,EC,2,3
1,2,3,33,EC_sub,submissive,EC,3,2
0,1,6,33,EC_dom,dominant,EC,6,1
0,4,5,34,EC_sub,submissive,EC,5,4
0,1,2,34,EC_sub,submissive,EC,2,1
1,2,1,34,EC_dom,dominant,EC,1,2
0,3,6,34,EC_sub,submissive,EC,6,3
1,6,3,34,EC_dom,dominant,EC,3,6
1,5,4,34,EC_dom,dominant,EC,4,5
